#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	24123	24635	+	AGOCLK_00140	qdoI	2,4'-dihydroxyacetophenone dioxygenase	COG:COG1917, COG:R, EC:1.13.11.41, KEGG:K05913, RefSeq:WP_014233718.1, SO:0001217, UniParc:UPI000243BABA, UniRef:UniRef100_A0A1B1EH56, UniRef:UniRef50_D0WZT6, UniRef:UniRef90_D0WZT6
contig_3	cds	24640	25698	+	AGOCLK_00145		alcohol dehydrogenase	RefSeq:WP_020334104.1, SO:0001217, UniParc:UPI0003578646, UniRef:UniRef100_UPI0003578646, UniRef:UniRef50_Q87J69, UniRef:UniRef90_A0A1B1EH80
contig_3	cds	25766	26677	-	AGOCLK_00150	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_020334105.1, SO:0001217, UniParc:UPI0003581EB7, UniRef:UniRef100_UPI0003581EB7, UniRef:UniRef50_D0XBZ2, UniRef:UniRef90_A0A6F8WVG4
contig_3	cds	26902	29781	+	AGOCLK_00155		Six-hairpin glycosidase-like protein	RefSeq:WP_020334106.1, SO:0001217, UniParc:UPI000357D7BE, UniRef:UniRef100_UPI000357D7BE, UniRef:UniRef50_A0A2T3N449, UniRef:UniRef90_A0A1B1EH50
contig_3	cds	29867	31402	-	AGOCLK_00160	srmB	ATP-dependent RNA helicase	COG:COG0513, COG:L, RefSeq:WP_020334107.1, SO:0001217, UniParc:UPI0003582ADF, UniRef:UniRef100_UPI0003582ADF, UniRef:UniRef50_A0A0C5X1I6, UniRef:UniRef90_Q87J63
contig_3	cds	31630	32058	+	AGOCLK_00165		lactoylglutathione lyase	RefSeq:WP_020334108.1, SO:0001217, UniParc:UPI0003571E01, UniRef:UniRef100_UPI0003571E01, UniRef:UniRef50_A0A1B1NNT0, UniRef:UniRef90_A0A1B1EH83
contig_3	cds	32107	32817	-	AGOCLK_00170		lipoate--protein ligase	RefSeq:WP_020334109.1, SO:0001217, UniParc:UPI000356F360, UniRef:UniRef100_UPI000356F360, UniRef:UniRef50_A0A1C7FIT7, UniRef:UniRef90_A0A1B1EH59
contig_3	cds	32980	34008	-	AGOCLK_00175		hypothetical protein	RefSeq:WP_020334110.1, SO:0001217, UniParc:UPI0003572A30, UniRef:UniRef100_UPI0003572A30, UniRef:UniRef50_A0A3B7D3V4, UniRef:UniRef90_A0A3B7D3V4
contig_3	cds	34655	35692	-	AGOCLK_00180		DUF4382 domain-containing protein	RefSeq:WP_020334111.1, SO:0001217, UniParc:UPI0003573BB9, UniRef:UniRef100_UPI0003573BB9, UniRef:UniRef50_B7VS74, UniRef:UniRef90_A0A1B1EHF0
contig_3	cds	35900	36139	+	AGOCLK_00185		DUF465 domain-containing protein	RefSeq:WP_014233727.1, SO:0001217, UniParc:UPI000243BBB8, UniRef:UniRef100_A0A1B1EHT4, UniRef:UniRef50_E1SMR8, UniRef:UniRef90_A0A1B1EHT4
contig_3	cds	36184	36840	-	AGOCLK_00190		cupin	RefSeq:WP_020334113.1, SO:0001217, UniParc:UPI00035719CB, UniRef:UniRef100_UPI00035719CB, UniRef:UniRef50_A0A2I3CNY7, UniRef:UniRef90_A0A1B1EH46
contig_3	cds	37147	37866	+	AGOCLK_00195	fabG	beta-ketoacyl-ACP reductase	RefSeq:WP_014233729.1, SO:0001217, UniParc:UPI000243BBBA, UniRef:UniRef100_A0A1B1EH70, UniRef:UniRef50_A0A176K3C4, UniRef:UniRef90_A0A1B1EH70
contig_3	cds	38113	38970	+	AGOCLK_00200	yghU	glutathione-dependent disulfide-bond oxidoreductase	COG:COG0625, COG:O, RefSeq:WP_014233730.1, SO:0001217, UniParc:UPI000243BBBB, UniRef:UniRef100_UPI000243BBBB, UniRef:UniRef50_A0A0M6XU11, UniRef:UniRef90_A0A1W6UE85
contig_3	cds	39783	41111	+	AGOCLK_00205		serine protease	RefSeq:WP_020334119.1, SO:0001217, UniParc:UPI000357E6B8, UniRef:UniRef100_UPI000357E6B8, UniRef:UniRef50_S5JEW8, UniRef:UniRef90_UPI000357E6B8
contig_3	cds	41166	41639	-	AGOCLK_00210	aHP1	peroxiredoxin	COG:COG0678, COG:O, RefSeq:WP_014233732.1, SO:0001217, UniParc:UPI000243BBBD, UniRef:UniRef100_A0A1B1EH97, UniRef:UniRef50_Q8E8M3, UniRef:UniRef90_A7N3J6
contig_3	cds	41814	42827	-	AGOCLK_00215	add	adenosine deaminase	EC:3.5.4.2, KEGG:K21053, RefSeq:WP_020334120.1, SO:0001217, UniParc:UPI0003571597, UniRef:UniRef100_UPI0003571597, UniRef:UniRef50_Q87GM3, UniRef:UniRef90_A0A1B1EH73
contig_3	ncRNA-region	42917	43016	-			Purine riboswitch	RFAM:RF00167, SO:0000035
contig_3	cds	43197	43337	-	AGOCLK_00220		adenosine deaminase	RefSeq:WP_014233734.1, SO:0001217, UniParc:UPI000243BBBF, UniRef:UniRef100_A0A1B1EH52, UniRef:UniRef50_A0A3A1PXI5, UniRef:UniRef90_A0A1B1EH52
contig_3	cds	43388	43597	-	AGOCLK_00225		hypothetical protein	RefSeq:WP_020334121.1, SO:0001217, UniParc:UPI0003579BE8, UniRef:UniRef100_A0A1B1EH41, UniRef:UniRef50_A0A0H0Y9E1, UniRef:UniRef90_A0A1B1EH41
contig_3	ncRNA-region	43795	44206	-			cspA thermoregulator	RFAM:RF01766, SO:0002168
contig_3	cds	43837	44046	-	AGOCLK_00230	cspC	cold-shock protein	COG:COG1278, COG:K, KEGG:K03704, RefSeq:WP_014233736.1, SO:0001217, UniParc:UPI000243BBC1, UniRef:UniRef100_A0A1B1EHE0, UniRef:UniRef50_Q51929, UniRef:UniRef90_A0A0H0YBG7
contig_3	cds	44490	45338	+	AGOCLK_00235		quercetin 2,3-dioxygenase	RefSeq:WP_020334122.1, SO:0001217, UniParc:UPI000357045F, UniRef:UniRef100_UPI000357045F, UniRef:UniRef50_A0A1C9W5B2, UniRef:UniRef90_A0A1B1EHS3
contig_3	cds	45487	46335	-	AGOCLK_00240		patatin family protein	RefSeq:WP_020334123.1, SO:0001217, UniParc:UPI000357B934, UniRef:UniRef100_UPI000357B934, UniRef:UniRef50_A0A2I3CNT6, UniRef:UniRef90_A0A1B1EH36
contig_3	cds	46506	47423	+	AGOCLK_00245	dmeF	CDF family Co(II)/Ni(II) efflux transporter DmeF	SO:0001217, UniRef:UniRef50_A0A1M5VH38, UniRef:UniRef90_A0A1B1ELC8
contig_3	cds	47427	47843	+	AGOCLK_00250	marR	MarR family transcriptional regulator	COG:COG1846, COG:K, RefSeq:WP_020334125.1, SO:0001217, UniParc:UPI0003580558, UniRef:UniRef100_A0A3B7CZJ1, UniRef:UniRef50_A0A379Z6P3, UniRef:UniRef90_A0A072JKF8
contig_3	cds	48354	48785	-	AGOCLK_00255	yccF	YccF domain-containing protein	COG:COG3304, COG:S, RefSeq:WP_014233741.1, SO:0001217, UniParc:UPI000243BBC6, UniRef:UniRef100_A0A1B1EH47, UniRef:UniRef50_W9VNR1, UniRef:UniRef90_Q87GN1
contig_3	cds	49029	49961	-	AGOCLK_00260		gfo/Idh/MocA family oxidoreductase	RefSeq:WP_020334126.1, SO:0001217, UniParc:UPI00035832DE, UniRef:UniRef100_UPI00035832DE, UniRef:UniRef50_A0A1W6UTJ3, UniRef:UniRef90_A0A1B1EH31
contig_3	cds	50113	51771	-	AGOCLK_00265	mcr-3,mcr-4	phosphoethanolamine transferase	RefSeq:WP_020334127.1, SO:0001217, UniParc:UPI000357D752, UniRef:UniRef100_UPI000357D752, UniRef:UniRef50_A0A1M5ZNI4, UniRef:UniRef90_A0A1B1EH90
contig_3	cds	51793	52116	-	AGOCLK_00270		Diacylglycerol kinase	RefSeq:WP_020334128.1, SO:0001217, UniParc:UPI0003571A77, UniRef:UniRef100_A0A1B1EH63, UniRef:UniRef50_P0ABN3, UniRef:UniRef90_A0A1B1EH63
contig_3	cds	52370	52675	-	AGOCLK_00275		1,4-alpha-glucan branching protein	RefSeq:WP_014233745.1, SO:0001217, UniParc:UPI000243BBCA, UniRef:UniRef100_A0A1B1EH44, UniRef:UniRef50_A0A2I3CPD9, UniRef:UniRef90_A0A1B1EH44
contig_3	cds	52815	53243	+	AGOCLK_00280		hypothetical protein	RefSeq:WP_020334129.1, SO:0001217, UniParc:UPI000358034D, UniRef:UniRef100_UPI000358034D, UniRef:UniRef50_A7N7E2, UniRef:UniRef90_A0A1B1ELD1
contig_3	cds	53318	53917	+	AGOCLK_00285		thiol:disulfide interchange protein	EC:1.8.4.15, KEGG:K03673, RefSeq:WP_020334130.1, SO:0001217, UniParc:UPI000358078D, UniRef:UniRef100_UPI000358078D, UniRef:UniRef50_A0A3N3DWU7, UniRef:UniRef90_A0A1B1EH33
contig_3	cds	53975	54421	-	AGOCLK_00290		DUF3429 domain-containing protein	RefSeq:WP_014233748.1, SO:0001217, UniParc:UPI000243BBCD, UniRef:UniRef100_A0A3B7CY17, UniRef:UniRef50_Q6LGE3, UniRef:UniRef90_A0A1B1EHD0
contig_3	cds	54432	54977	-	AGOCLK_00295		glutathione peroxidase	EC:1.11.1.9, KEGG:K00432, RefSeq:WP_020334131.1, SO:0001217, UniParc:UPI000357D225, UniRef:UniRef100_UPI000357D225, UniRef:UniRef50_B7VHV1, UniRef:UniRef90_A0A1B1EHR1
contig_3	cds	55090	55746	-	AGOCLK_00300	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	COG:COG0108, COG:H, EC:4.1.99.12, GO:0000287, GO:0008686, GO:0009231, GO:0030145, RefSeq:WP_014233750.1, SO:0001217, UniParc:UPI000243BBCF, UniRef:UniRef100_A0A1B1EH26, UniRef:UniRef50_Q9KKP2, UniRef:UniRef90_Q87GR5
contig_3	ncRNA-region	55861	56001	-			FMN riboswitch (RFN element)	RFAM:RF00050, SO:0000035
contig_3	cds	56103	56720	-	AGOCLK_00305		cobinamide adenolsyltransferase	RefSeq:WP_020334133.1, SO:0001217, UniParc:UPI0003576A53, UniRef:UniRef100_UPI0003576A53, UniRef:UniRef50_A0A3Q0KYZ9, UniRef:UniRef90_A0A1B1EH49
contig_3	cds	56817	58679	-	AGOCLK_00310		MFS transporter	RefSeq:WP_020334134.1, SO:0001217, UniParc:UPI00035728BC, UniRef:UniRef100_UPI00035728BC, UniRef:UniRef50_Q8EKA1, UniRef:UniRef90_A0A1B1EH37
contig_3	cds	58828	59574	-	AGOCLK_00315		XRE family transcriptional regulator	RefSeq:WP_020334135.1, SO:0001217, UniParc:UPI000356E067, UniRef:UniRef100_UPI000356E067, UniRef:UniRef50_U3A3X8, UniRef:UniRef90_A0A1B1EH21
contig_3	cds	59575	60213	-	AGOCLK_00320		phosphohydrolase	KEGG:K06950, RefSeq:WP_020334136.1, SO:0001217, UniParc:UPI000356EBF2, UniRef:UniRef100_A0A1B1EH78, UniRef:UniRef50_U3CPS8, UniRef:UniRef90_A0A1B1EH78
contig_3	ncRNA	60387	60493	-	AGOCLK_00325	Qrr	Qrr RNA	RFAM:RF00378, SO:0000655
contig_3	cds	60656	62002	-	AGOCLK_00330	mgtE	magnesium transporter	COG:COG2239, COG:P, RefSeq:WP_014233755.1, SO:0001217, UniParc:UPI000243BBD4, UniRef:UniRef100_A0A1B1EH53, UniRef:UniRef50_A7N7C5, UniRef:UniRef90_D0WXL1
contig_3	cds	62134	63456	-	AGOCLK_00335		ubiquinol-cytochrome C reductase	RefSeq:WP_020334137.1, SO:0001217, UniParc:UPI000357FF79, UniRef:UniRef100_UPI000357FF79, UniRef:UniRef50_A0A0J8JI21, UniRef:UniRef90_A0A1B1EH32
contig_3	cds	63621	64292	-	AGOCLK_00340		pyridoxamine 5'-phosphate oxidase family protein	KEGG:K07005, RefSeq:WP_020334138.1, SO:0001217, UniParc:UPI000357810C, UniRef:UniRef100_UPI000357810C, UniRef:UniRef50_F9T6G7, UniRef:UniRef90_A0A1B1EH22
contig_3	cds	64403	65833	+	AGOCLK_00345		PLP-dependent aminotransferase family protein	KEGG:K00375, RefSeq:WP_020334139.1, SO:0001217, UniParc:UPI000357B1A2, UniRef:UniRef100_UPI000357B1A2, UniRef:UniRef50_A7N7B9, UniRef:UniRef90_A0A1B1EHC3
contig_3	cds	65838	67100	-	AGOCLK_00350	yjeH	L-methionine/branched-chain amino acid transporter	KEGG:K16263, RefSeq:WP_014233759.1, SO:0001217, UniParc:UPI000243BBD8, UniRef:UniRef100_UPI000243BBD8, UniRef:UniRef50_A0A7Y7DWZ4, UniRef:UniRef90_A0A1B1EHQ7
contig_3	cds	67280	67735	+	AGOCLK_00355	lrp	ArsR family transcriptional regulator	COG:COG1522, COG:K, RefSeq:WP_014233760.1, SO:0001217, UniParc:UPI000243BBD9, UniRef:UniRef100_A0A3B7CZL0, UniRef:UniRef50_A7N7A4, UniRef:UniRef90_Q87GT1
contig_3	cds	67777	68691	+	AGOCLK_00360		LysR family transcriptional regulator	RefSeq:WP_014233761.1, SO:0001217, UniParc:UPI000243BBDA, UniRef:UniRef100_UPI000243BBDA, UniRef:UniRef50_A7N7A6, UniRef:UniRef90_A0A1B1EH42
contig_3	cds	68786	69400	+	AGOCLK_00365	rhtB	lysine transporter LysE	COG:COG1280, COG:E, RefSeq:WP_020334140.1, SO:0001217, UniParc:UPI000357B887, UniRef:UniRef100_A0A1B1EH27, UniRef:UniRef50_A0A1N6MBE7, UniRef:UniRef90_A0A0P7FDV6
contig_3	cds	69521	69742	-	AGOCLK_00370		hypothetical protein	RefSeq:WP_014233763.1, SO:0001217, UniParc:UPI000243BCDB, UniRef:UniRef100_A0A1B1EH10, UniRef:UniRef50_A0A1E5BDZ6, UniRef:UniRef90_A0A0L7U885
contig_3	cds	70004	71437	-	AGOCLK_00375	gap	glyceraldehyde-3-phosphate dehydrogenase	COG:COG0057, COG:G, RefSeq:WP_020334141.1, SO:0001217, UniParc:UPI000356F5FF, UniRef:UniRef100_A0A3B7D4Y3, UniRef:UniRef50_Q02PG5, UniRef:UniRef90_A0A0L8RX82
contig_3	cds	72250	73233	+	AGOCLK_00380		oxidoreductase	RefSeq:WP_020334142.1, SO:0001217, UniParc:UPI000356FF59, UniRef:UniRef100_UPI000356FF59, UniRef:UniRef50_P42599, UniRef:UniRef90_A0A1B1EH39
contig_3	cds	73488	74825	-	AGOCLK_00385		Multidrug resistance protein NorM	RefSeq:WP_031334665.1, SO:0001217, UniParc:UPI0004CF7A98, UniRef:UniRef100_UPI0004CF7A98, UniRef:UniRef50_A0A1N6M1T9, UniRef:UniRef90_A0A1B1EH18
contig_3	cds	74957	75271	-	AGOCLK_00390	yeeX	DUF496 domain-containing protein	COG:COG2926, COG:S, RefSeq:WP_020334143.1, SO:0001217, UniParc:UPI000356F4F8, UniRef:UniRef100_UPI000356F4F8, UniRef:UniRef50_B7VQW7, UniRef:UniRef90_A0A1B1EH12
contig_3	cds	75648	75866	+	AGOCLK_00395		hypothetical protein	SO:0001217, UniParc:UPI000356E752, UniRef:UniRef100_A0A1B1ELA2, UniRef:UniRef50_S5IYZ8, UniRef:UniRef90_A0A1B1ELA2
contig_3	cds	76024	76668	+	AGOCLK_00400		DUF480 domain-containing protein	RefSeq:WP_020334145.1, SO:0001217, UniParc:UPI000357B28D, UniRef:UniRef100_UPI000357B28D, UniRef:UniRef50_A9MGZ5, UniRef:UniRef90_A0A1B1EHB3
contig_3	cds	76668	76982	+	AGOCLK_00405		UPF0213 protein VPA1222	RefSeq:WP_020334147.1, SO:0001217, UniParc:UPI00035713CE, UniRef:UniRef100_UPI00035713CE, UniRef:UniRef50_Q87GU3, UniRef:UniRef90_A0A1B1EHP8
contig_3	cds	77278	78105	+	AGOCLK_00410		LuxP protein	SO:0001217, UniRef:UniRef50_A0A655WBX5
contig_3	cds	78066	78374	+	AGOCLK_00415		LuxP protein	SO:0001217, UniRef:UniRef50_A0A655XTA0
contig_3	cds	78374	80947	+	AGOCLK_00420		ATPase	RefSeq:WP_020334148.1, SO:0001217, UniParc:UPI000356FA6B, UniRef:UniRef100_UPI000356FA6B, UniRef:UniRef50_A0A099LWC9, UniRef:UniRef90_A0A1B1EH34
contig_3	cds	81122	81577	+	AGOCLK_00425		MarR family transcriptional regulator	RefSeq:WP_020334149.1, SO:0001217, UniParc:UPI0003583516, UniRef:UniRef100_UPI0003583516, UniRef:UniRef50_K1J0V6, UniRef:UniRef90_A0A1B1EH17
contig_3	cds	81611	82669	+	AGOCLK_00430		hemolysin D	RefSeq:WP_020334151.1, SO:0001217, UniParc:UPI000357AFA7, UniRef:UniRef100_UPI000357AFA7, UniRef:UniRef50_A0A094JLK0, UniRef:UniRef90_A0A1B1EH02
contig_3	cds	82682	83719	+	AGOCLK_00435		1,4-alpha-glucan branching protein	RefSeq:WP_020334152.1, SO:0001217, UniParc:UPI000357796E, UniRef:UniRef100_UPI000357796E, UniRef:UniRef50_S7I6Z8, UniRef:UniRef90_A0A1B1EH62
contig_3	cds	83748	84407	-	AGOCLK_00440		flagellar brake protein	RefSeq:WP_020334153.1, SO:0001217, UniParc:UPI0003572DA2, UniRef:UniRef100_UPI0003572DA2, UniRef:UniRef50_Q87GU9, UniRef:UniRef90_A0A1B1EH28
contig_3	cds	84640	85566	-	AGOCLK_00445		DMT family transporter	RefSeq:WP_020334154.1, SO:0001217, UniParc:UPI0003570298, UniRef:UniRef100_UPI0003570298, UniRef:UniRef50_A0A0M0HSV9, UniRef:UniRef90_A0A1B1ELJ6
contig_3	cds	85716	86171	+	AGOCLK_00450		AsnC family transcriptional regulator	RefSeq:WP_020334155.1, SO:0001217, UniParc:UPI000356ECE1, UniRef:UniRef100_A0A1B1EH08, UniRef:UniRef50_A0A516SC09, UniRef:UniRef90_A0A1B1EH08
contig_3	cds	86610	86957	-	AGOCLK_00455		hypothetical protein	
contig_3	cds	87281	87949	+	AGOCLK_00460		SH3b domain-containing protein	RefSeq:WP_020334157.1, SO:0001217, UniParc:UPI0003582CB8, UniRef:UniRef100_UPI0003582CB8, UniRef:UniRef50_A0A3B7CZJ0, UniRef:UniRef90_A0A3B7CZJ0
contig_3	cds	88084	88563	+	AGOCLK_00465		hypothetical protein	RefSeq:WP_020334158.1, SO:0001217, UniParc:UPI0003572291, UniRef:UniRef100_A0A1B1EHP1, UniRef:UniRef50_A0A1B1EHP1, UniRef:UniRef90_A0A1B1EHP1
contig_3	cds	88733	90571	+	AGOCLK_00470	secD	protein translocase subunit SecD	COG:COG0342, COG:U, RefSeq:WP_020334159.1, SO:0001217, UniParc:UPI000357B23F, UniRef:UniRef100_UPI000357B23F, UniRef:UniRef50_F9R9T7, UniRef:UniRef90_A0A510IE33
contig_3	cds	90574	91476	+	AGOCLK_00475	secF	protein translocase subunit SecF	RefSeq:WP_020334160.1, SO:0001217, UniParc:UPI000356EEB4, UniRef:UniRef100_UPI000356EEB4, UniRef:UniRef50_A0A379YGP1, UniRef:UniRef90_A0A1B1EH19
contig_3	cds	91625	92176	-	AGOCLK_00480		threonine transporter RhtB	SO:0001217, UniRef:UniRef50_A0A0X8HCX0, UniRef:UniRef90_A0A1B1EH05
contig_3	cds	92970	93710	+	AGOCLK_00485	phbB	beta-ketoacyl-ACP reductase	COG:COG1028, COG:I, RefSeq:WP_014233785.1, SO:0001217, UniParc:UPI000243BCF1, UniRef:UniRef100_A0A1B1EGZ5, UniRef:UniRef50_A0A0H6DGN6, UniRef:UniRef90_A8SZX4
contig_3	cds	93728	94936	+	AGOCLK_00490	paaJ	acetyl-CoA C-acyltransferase	COG:COG0183, COG:I, RefSeq:WP_031779209.1, SO:0001217, UniParc:UPI0004F33592, UniRef:UniRef100_UPI0004F33592, UniRef:UniRef50_A0A099LB60, UniRef:UniRef90_A0A0C1ZCB7
contig_3	cds	94982	95329	+	AGOCLK_00495		phasin family protein	RefSeq:WP_014233787.1, SO:0001217, UniParc:UPI000243BCF3, UniRef:UniRef100_A0A1B1EH24, UniRef:UniRef50_A0A0H3AEH1, UniRef:UniRef90_A7N3X4
contig_3	cds	95396	97165	+	AGOCLK_00500	phaC	class I poly(R)-hydroxyalkanoic acid synthase	COG:COG3243, COG:I, EC:2.3.1.304, KEGG:K03821, RefSeq:WP_014233788.1, SO:0001217, UniParc:UPI000243BCF4, UniRef:UniRef100_A0A1B1EGZ8, UniRef:UniRef50_A0A5P9CRA7, UniRef:UniRef90_A0A1W6TZR7
contig_3	cds	97360	97494	-	AGOCLK_00505		TIGR02808 family protein	RefSeq:WP_014233789.1, SO:0001217, UniParc:UPI000243BCF5, UniRef:UniRef100_A0A1B1EGZ6, UniRef:UniRef50_A0A090IGG5, UniRef:UniRef90_A0A1B1EGZ6
